metrics_id,date,warehouse_id,supplier_id,inventory_turnover,stock_accuracy_percent,stockout_incidents,overstock_value_sar,order_fulfillment_rate,average_order_cycle_time_days,on_time_delivery_rate,order_accuracy_rate,supplier_performance_score,supplier_reliability_percent,cost_savings_sar,transportation_cost_sar,fuel_efficiency_km_per_liter,route_optimization_savings_sar,defect_rate_percent,customer_satisfaction_score,return_rate_percent,carbon_footprint_kg_co2,waste_reduction_percent,sustainability_score,created_at
SCM83994,2025-03-29T13:24:13,WH358,SUP4412,10.71,98.69,7,45181.08,0.988,2.84,0.931,0.953,4.2,97.55,28380.06,95928.54,8.45,12284.27,1.57,4.8,1.2,2351.83,7.21,3.7,2025-10-04T21:15:16.925098
SCM18880,2025-03-13T22:43:44,WH663,SUP9191,5.51,95.05,8,21928.83,0.944,7.41,0.956,0.979,5.0,97.11,49793.78,91770.03,9.66,18623.52,1.65,5.0,2.97,5265.85,17.88,3.3,2025-10-04T21:15:16.925155
SCM21296,2025-06-05T13:03:40,WH992,SUP4961,5.07,95.56,7,17235.33,0.938,7.14,0.922,0.984,4.8,88.06,46778.24,41740.73,8.41,16408.33,1.25,4.8,2.81,4794.46,22.55,4.6,2025-10-04T21:15:16.925211
SCM40663,2025-05-22T17:41:47,WH809,SUP3303,11.89,99.2,3,64725.54,0.936,9.73,0.937,0.989,3.9,88.43,42332.27,83061.01,11.65,5903.99,1.84,4.4,1.73,5819.42,7.16,4.4,2025-10-04T21:15:16.925267
SCM13746,2025-03-25T13:47:15,WH464,SUP2505,5.81,95.16,1,29660.76,0.921,7.06,0.9,0.989,4.4,96.52,22997.6,93097.76,10.53,3968.56,1.59,4.7,1.17,1982.68,10.38,4.4,2025-10-04T21:15:16.925322
SCM53453,2025-05-06T21:00:27,WH559,SUP5986,5.66,99.17,9,63702.96,0.962,2.91,0.914,0.972,3.6,97.76,31115.93,11168.9,8.0,12354.18,1.79,4.5,1.3,5666.94,12.87,4.8,2025-10-04T21:15:16.925377
SCM69212,2025-03-12T09:53:20,WH380,SUP2499,4.86,97.18,0,78383.64,0.963,7.86,0.908,0.951,4.1,89.79,7294.55,84728.38,7.39,19386.85,0.35,4.4,1.24,8808.95,19.11,3.2,2025-10-04T21:15:16.925432
SCM84062,2025-05-24T00:07:00,WH241,SUP5959,6.83,96.49,0,29172.27,0.937,6.8,0.928,0.97,4.5,93.59,6154.57,11525.28,9.72,3104.65,1.69,4.5,2.01,7739.97,13.07,3.6,2025-10-04T21:15:16.925502
SCM46859,2025-03-01T18:12:50,WH588,SUP2592,4.55,96.15,6,83914.72,0.937,2.45,0.913,0.973,5.0,91.41,28071.8,95059.96,11.3,19745.25,1.35,4.7,1.32,8007.03,8.18,3.3,2025-10-04T21:15:16.925559
SCM35607,2025-02-20T22:59:45,WH162,SUP8877,5.07,99.42,6,42379.47,0.984,5.94,0.953,0.976,4.5,85.3,41136.25,42547.37,7.66,9637.39,1.01,4.7,1.61,3626.79,7.21,5.0,2025-10-04T21:15:16.925615
SCM21305,2025-02-04T13:53:27,WH264,SUP6435,10.11,98.94,5,46532.57,0.951,6.71,0.949,0.955,3.7,91.12,47201.24,92745.15,8.01,19499.93,1.26,4.6,1.35,9078.54,22.31,3.7,2025-10-04T21:15:16.925671
SCM89212,2025-03-10T00:16:05,WH563,SUP8754,10.14,96.84,5,16234.29,0.963,9.61,0.882,0.983,3.8,93.69,48122.11,62438.28,10.79,5446.67,1.21,4.5,2.98,8652.13,22.91,4.3,2025-10-04T21:15:16.925728
SCM64152,2025-03-18T19:50:02,WH997,SUP8012,5.11,98.19,3,21829.16,0.971,8.01,0.932,0.972,4.5,95.21,31325.84,75438.48,9.07,15590.52,1.04,4.8,2.22,3545.58,18.48,4.8,2025-10-04T21:15:16.925784
SCM69982,2025-05-05T18:20:46,WH931,SUP6617,10.7,95.22,1,74881.56,0.949,2.76,0.96,0.958,4.2,92.14,47455.71,19887.72,7.99,11370.17,1.05,4.7,2.79,5676.42,8.43,3.0,2025-10-04T21:15:16.925840
SCM28765,2025-04-03T03:04:42,WH985,SUP8669,7.71,97.13,6,61434.85,0.965,4.37,0.916,0.968,3.9,86.77,37234.67,18765.03,9.34,11222.23,0.13,5.0,2.64,5937.47,7.74,4.3,2025-10-04T21:15:16.925902
SCM77942,2025-03-20T03:15:45,WH669,SUP3943,5.53,97.48,1,73465.15,0.961,6.04,0.886,0.99,4.8,96.42,38334.77,86304.49,8.56,9068.57,1.15,4.4,2.66,2582.65,8.0,3.1,2025-10-04T21:15:16.925959
SCM37637,2025-04-24T00:37:18,WH967,SUP6343,10.2,96.45,8,72013.99,0.966,5.22,0.889,0.974,4.7,87.42,12882.1,10403.35,12.0,4380.13,1.48,4.6,1.53,3101.64,15.41,4.6,2025-10-04T21:15:16.926015
SCM64465,2025-03-07T19:29:14,WH404,SUP5143,10.78,96.61,8,63015.84,0.963,9.11,0.923,0.967,3.5,85.17,43786.92,90770.72,10.68,15269.24,0.39,4.4,1.97,5999.82,7.42,3.1,2025-10-04T21:15:16.926071
SCM25302,2025-05-08T06:18:10,WH269,SUP2896,10.31,95.05,5,69109.2,0.961,6.41,0.918,0.965,4.8,89.15,46502.24,38715.65,7.15,19738.21,1.03,4.3,2.81,2767.2,9.46,3.8,2025-10-04T21:15:16.926127
SCM74271,2025-04-22T20:43:43,WH450,SUP7595,5.87,95.46,0,51084.67,0.948,2.81,0.968,0.985,4.9,88.37,18454.73,25646.12,7.52,11126.32,0.96,4.7,2.48,5019.17,21.42,4.4,2025-10-04T21:15:16.926183
SCM83906,2025-03-19T13:04:09,WH672,SUP9371,8.71,98.68,8,21477.02,0.979,5.74,0.955,0.951,3.5,97.71,16233.36,76484.08,11.14,9136.02,0.1,4.2,2.88,5328.35,24.38,3.4,2025-10-04T21:15:16.926238
SCM38288,2025-05-12T07:22:50,WH108,SUP8394,5.78,97.4,2,59490.07,0.974,7.83,0.953,0.964,5.0,85.18,19381.74,85250.06,9.56,13398.87,1.02,4.4,2.16,3078.24,9.13,3.9,2025-10-04T21:15:16.926300
SCM33746,2025-04-02T21:07:49,WH162,SUP6810,5.07,96.83,0,10432.92,0.942,7.73,0.897,0.967,4.9,91.22,41296.86,97091.28,11.62,19321.66,1.32,4.6,0.56,6785.49,21.21,4.7,2025-10-04T21:15:16.926361
SCM42292,2025-04-04T16:12:29,WH796,SUP6243,5.4,96.14,10,41879.62,0.988,5.55,0.903,0.97,4.6,86.02,22970.29,79645.27,6.31,5400.91,0.65,4.3,1.87,3927.45,13.81,4.0,2025-10-04T21:15:16.926417
SCM60682,2025-06-07T13:18:02,WH575,SUP7088,11.83,97.99,2,23760.23,0.97,4.16,0.881,0.956,4.2,90.01,16470.54,26629.12,10.57,6605.38,0.54,4.6,2.71,2592.23,9.45,4.5,2025-10-04T21:15:16.926473
SCM70770,2025-05-27T16:22:16,WH924,SUP1323,6.85,98.88,10,34341.09,0.97,6.73,0.953,0.954,4.3,92.2,41598.49,53611.65,6.89,8670.31,1.01,4.9,1.54,4109.43,6.17,3.5,2025-10-04T21:15:16.926529
SCM51856,2025-06-17T12:09:38,WH700,SUP5885,5.25,97.03,9,48771.37,0.976,2.17,0.943,0.955,4.8,85.2,42802.49,66785.86,9.49,2005.72,0.74,5.0,2.91,2014.18,9.4,4.8,2025-10-04T21:15:16.926584
SCM58302,2025-04-26T08:54:03,WH766,SUP8398,10.33,95.15,6,30335.75,0.942,7.38,0.902,0.962,4.0,88.7,13999.8,96017.15,11.31,18424.65,0.73,4.8,1.2,4868.99,9.41,4.2,2025-10-04T21:15:16.926645
SCM13688,2025-04-29T15:55:47,WH917,SUP4483,9.42,97.67,1,42155.3,0.924,9.23,0.939,0.952,4.6,92.67,15754.3,60431.1,8.18,15009.14,0.95,4.9,2.15,2137.11,8.87,4.4,2025-10-04T21:15:16.926702
SCM13452,2025-03-09T19:53:14,WH292,SUP9015,9.21,98.83,5,40367.58,0.972,5.84,0.952,0.987,4.0,90.85,16253.61,38917.74,9.98,2697.96,0.61,4.3,0.51,6887.8,22.31,3.6,2025-10-04T21:15:16.926764
SCM21521,2025-02-02T14:29:24,WH396,SUP5929,10.3,97.55,6,53875.83,0.969,3.98,0.956,0.97,5.0,88.67,17930.54,35579.8,6.06,4320.37,1.15,4.5,1.69,9566.96,5.8,4.3,2025-10-04T21:15:16.926820
SCM16540,2025-06-01T19:24:46,WH655,SUP1326,7.59,96.91,9,37005.07,0.928,6.81,0.891,0.978,5.0,92.7,17388.89,84784.9,6.35,7836.45,1.71,4.5,2.48,1492.31,6.39,4.5,2025-10-04T21:15:16.926876
SCM63861,2025-03-13T00:24:42,WH315,SUP1720,7.3,99.4,2,78024.7,0.945,2.94,0.902,0.988,4.2,92.16,19873.55,66599.38,7.36,16217.14,0.26,4.7,1.11,2684.29,13.61,4.4,2025-10-04T21:15:16.926932
SCM94754,2025-06-25T22:49:25,WH551,SUP5755,7.97,95.61,4,55490.21,0.939,4.5,0.9,0.975,3.8,86.0,41277.74,54397.35,7.21,11593.93,1.84,4.0,2.57,6942.28,12.45,4.4,2025-10-04T21:15:16.926988
SCM29521,2025-05-06T18:03:30,WH453,SUP7117,5.11,97.11,3,92061.37,0.93,7.32,0.964,0.982,3.6,92.85,44184.97,54012.17,6.34,17807.36,1.1,4.6,1.09,6372.21,24.02,4.9,2025-10-04T21:15:16.927049
SCM82903,2025-05-02T07:50:10,WH189,SUP6382,9.13,98.09,8,89298.53,0.934,6.42,0.96,0.977,4.5,86.97,22379.93,58048.41,9.21,4208.49,1.42,4.7,1.24,5275.04,9.19,4.4,2025-10-04T21:15:16.927106
SCM88800,2025-04-02T15:36:38,WH919,SUP2121,6.8,98.71,4,98350.47,0.922,8.42,0.908,0.955,4.8,95.57,17464.66,55847.94,6.34,4097.41,0.66,4.2,1.19,4372.68,9.51,4.0,2025-10-04T21:15:16.927163
SCM45656,2025-03-11T20:27:55,WH699,SUP1544,5.85,95.51,6,88677.77,0.957,2.53,0.965,0.956,3.7,88.89,47603.53,21668.34,7.64,16844.26,1.05,4.3,2.43,8345.99,23.96,4.2,2025-10-04T21:15:16.927219
SCM81242,2025-04-15T22:11:36,WH900,SUP3514,6.85,96.42,3,32182.3,0.938,3.03,0.894,0.988,4.1,88.08,34791.99,74134.56,8.11,16117.75,0.5,4.8,1.35,5585.13,16.38,3.7,2025-10-04T21:15:16.927275
SCM84102,2025-04-10T18:12:09,WH630,SUP9013,8.64,95.99,7,92880.62,0.964,5.13,0.907,0.986,4.1,94.06,25638.36,85957.04,11.58,17193.6,0.6,4.7,1.9,1381.6,24.06,3.4,2025-10-04T21:15:16.927330
SCM28774,2025-03-14T08:13:53,WH136,SUP4874,7.14,95.93,6,87382.04,0.923,9.22,0.965,0.981,4.8,96.36,40825.5,13237.75,9.81,3818.45,1.87,4.4,0.76,8562.54,16.48,4.6,2025-10-04T21:15:16.927386
SCM74931,2025-06-10T22:05:58,WH136,SUP6247,6.08,97.78,10,55566.44,0.96,2.67,0.896,0.984,4.9,85.79,43370.7,67613.01,6.85,11324.53,1.72,4.5,1.02,4887.43,20.93,3.7,2025-10-04T21:15:16.927448
SCM14102,2025-03-26T00:59:18,WH673,SUP2447,5.51,97.47,4,59448.99,0.935,5.15,0.905,0.971,3.8,93.98,40488.87,82241.78,8.37,7361.99,0.96,4.3,0.67,6924.69,6.5,3.1,2025-10-04T21:15:16.927505
SCM64111,2025-02-23T05:46:02,WH152,SUP8767,4.72,98.39,5,34394.63,0.945,2.51,0.953,0.985,4.4,86.66,35627.01,85006.3,11.35,11747.63,0.11,4.4,1.97,7388.35,12.21,3.5,2025-10-04T21:15:16.927561
SCM71285,2025-05-28T21:32:21,WH622,SUP5239,7.63,98.31,8,44595.08,0.961,5.07,0.93,0.979,5.0,87.6,17460.98,45454.67,9.99,14030.2,1.91,4.0,0.84,3445.26,16.25,4.1,2025-10-04T21:15:16.927616
SCM51105,2025-03-16T13:06:46,WH217,SUP8783,7.47,95.41,9,35682.17,0.96,6.47,0.941,0.956,3.9,86.98,20008.7,55058.8,7.48,17757.97,0.38,4.3,1.15,5836.33,20.31,4.8,2025-10-04T21:15:16.927671
SCM89304,2025-05-16T07:11:48,WH763,SUP6155,8.82,98.67,2,70442.28,0.988,2.09,0.932,0.968,4.4,89.81,47379.22,31129.46,9.84,3330.49,0.96,4.6,2.51,9835.61,9.84,4.1,2025-10-04T21:15:16.927727
SCM12403,2025-02-26T09:19:27,WH617,SUP8226,10.96,97.8,10,84618.7,0.96,7.86,0.915,0.982,4.1,85.48,5148.75,97241.38,8.52,12570.43,1.46,4.9,2.87,7896.98,18.54,3.1,2025-10-04T21:15:16.927806
SCM29766,2025-02-01T04:42:41,WH995,SUP5317,7.55,98.6,1,91262.59,0.966,3.51,0.918,0.967,3.7,96.41,6073.6,44341.86,9.41,12197.46,1.87,4.8,2.51,6795.01,24.21,3.8,2025-10-04T21:15:16.927887
SCM57514,2025-02-23T08:57:34,WH375,SUP3277,10.11,96.65,1,55248.94,0.955,2.91,0.939,0.981,4.2,94.42,29905.84,26119.12,7.23,16470.39,0.24,4.1,2.11,6198.07,15.59,4.1,2025-10-04T21:15:16.927955
SCM89386,2025-05-29T14:33:27,WH392,SUP1615,6.64,97.87,5,18072.5,0.945,9.83,0.919,0.954,4.6,95.05,47166.7,80916.93,6.83,18909.84,1.49,4.9,1.36,1727.12,21.93,3.8,2025-10-04T21:15:16.928027
SCM49049,2025-04-30T16:41:59,WH599,SUP6184,7.7,95.55,7,73122.79,0.984,3.93,0.896,0.956,4.6,86.34,44759.09,29735.56,11.1,11222.87,1.53,4.1,1.08,2002.41,19.5,3.9,2025-10-04T21:15:16.928083
SCM88802,2025-02-25T21:01:52,WH418,SUP8355,10.29,97.19,9,40681.84,0.973,5.4,0.943,0.961,4.9,91.91,27123.12,18609.72,11.96,19441.82,0.17,4.3,0.94,1913.73,16.69,4.9,2025-10-04T21:15:16.928395
SCM63030,2025-02-11T21:56:11,WH867,SUP5741,8.02,97.15,9,91075.99,0.921,3.3,0.96,0.983,3.6,93.37,42903.74,70804.44,8.34,17495.67,0.47,5.0,2.45,2553.56,7.45,3.1,2025-10-04T21:15:16.928531
SCM67756,2025-03-02T09:00:03,WH434,SUP6427,11.05,96.06,2,95710.46,0.988,4.83,0.899,0.957,4.8,91.89,48035.92,64404.99,11.69,11147.69,0.55,4.7,2.01,9791.41,20.23,3.2,2025-10-04T21:15:16.928650
SCM49836,2025-03-12T03:27:11,WH747,SUP5859,8.3,95.22,7,23536.73,0.974,6.86,0.917,0.983,4.0,93.32,13918.08,21420.68,6.96,9171.98,1.34,4.0,1.3,7336.44,24.71,3.5,2025-10-04T21:15:16.928750
SCM51830,2025-03-17T09:20:07,WH672,SUP5081,11.73,98.2,0,94210.54,0.921,9.93,0.88,0.969,5.0,90.91,38358.72,84071.14,6.68,15017.4,0.24,4.4,1.61,2113.21,22.2,3.0,2025-10-04T21:15:16.928820
SCM14078,2025-02-21T14:55:26,WH968,SUP6634,11.82,97.68,8,37154.62,0.972,2.03,0.903,0.985,4.3,93.46,40184.3,31814.46,6.24,9859.79,0.41,4.7,2.77,4259.87,17.62,4.8,2025-10-04T21:15:16.928884
SCM78342,2025-04-08T14:33:09,WH333,SUP5102,4.79,97.51,6,67054.05,0.926,5.73,0.95,0.98,4.1,88.2,47915.31,66017.12,7.42,14408.03,1.85,5.0,1.48,3007.69,9.92,4.4,2025-10-04T21:15:16.928941
SCM69893,2025-01-31T07:42:08,WH244,SUP4860,8.13,97.88,0,82343.19,0.944,8.18,0.958,0.981,3.9,94.17,35110.18,83727.37,11.87,4558.44,0.74,4.1,0.68,1834.85,18.74,3.5,2025-10-04T21:15:16.928998
SCM29965,2025-05-27T07:53:34,WH467,SUP5460,9.8,97.89,7,78917.01,0.949,3.46,0.912,0.984,4.5,97.9,30967.63,17563.27,9.78,16644.14,0.95,4.7,1.2,3789.61,14.3,4.6,2025-10-04T21:15:16.929054
SCM54221,2025-01-31T13:33:32,WH496,SUP2934,4.95,97.07,4,53325.97,0.925,7.86,0.946,0.971,3.6,95.9,8706.52,51689.78,11.03,18889.65,0.42,4.8,0.79,7762.52,20.25,3.5,2025-10-04T21:15:16.929119
SCM57920,2025-06-09T13:20:39,WH405,SUP2853,8.55,97.84,1,86550.95,0.944,5.98,0.9,0.969,3.5,94.97,44018.68,59245.19,7.6,17361.92,0.35,4.8,1.25,1913.69,12.65,3.4,2025-10-04T21:15:16.929176
SCM76618,2025-02-20T15:20:32,WH464,SUP9966,9.84,96.32,3,72535.31,0.938,2.88,0.894,0.988,3.5,89.44,21522.2,38756.81,7.42,7368.97,0.15,4.1,1.61,8728.27,7.8,4.1,2025-10-04T21:15:16.929232
SCM21992,2025-06-24T08:52:46,WH414,SUP6604,9.41,96.97,2,29044.97,0.986,8.91,0.883,0.953,4.6,87.89,13401.16,12789.07,11.65,6357.36,0.32,4.7,1.19,3821.46,13.43,3.6,2025-10-04T21:15:16.929290
SCM21197,2025-03-17T00:20:56,WH719,SUP3466,5.61,96.52,7,35711.06,0.944,5.72,0.885,0.962,4.0,88.1,37684.47,72932.63,6.02,11454.72,0.17,4.6,2.29,2132.45,9.24,3.9,2025-10-04T21:15:16.929349
SCM31173,2025-05-12T00:32:07,WH815,SUP5643,10.33,99.1,10,62881.98,0.956,2.52,0.898,0.966,3.9,93.42,6010.92,34296.08,10.41,13759.97,1.23,4.2,2.58,9167.87,18.69,4.7,2025-10-04T21:15:16.929405
SCM12954,2025-04-29T19:10:03,WH257,SUP1074,9.35,97.28,4,18820.1,0.961,7.16,0.956,0.952,3.5,92.88,21159.27,88286.19,9.09,12710.02,0.49,4.4,2.3,7310.09,12.35,3.9,2025-10-04T21:15:16.929461
SCM32665,2025-02-08T02:39:02,WH337,SUP3904,6.94,96.44,7,40318.63,0.987,3.28,0.931,0.953,3.7,97.44,48929.22,16938.35,7.13,15276.32,0.88,5.0,1.32,9805.83,17.68,5.0,2025-10-04T21:15:16.929524
SCM31063,2025-02-25T19:04:13,WH180,SUP7818,8.38,98.7,7,92047.65,0.977,2.31,0.942,0.966,4.0,90.17,22916.6,18931.59,11.99,8522.17,1.46,4.5,1.12,8119.66,6.0,4.5,2025-10-04T21:15:16.929582
SCM28370,2025-04-27T19:24:26,WH264,SUP7586,8.6,98.96,1,62029.19,0.971,3.74,0.91,0.97,4.6,88.45,30023.24,57497.19,10.46,19339.46,0.39,4.5,1.39,7910.5,8.46,4.3,2025-10-04T21:15:16.929639
SCM72695,2025-04-16T03:57:41,WH381,SUP4059,5.95,96.0,5,56460.17,0.939,4.82,0.889,0.95,4.8,91.85,33585.72,92959.67,8.85,10504.74,0.29,4.3,1.38,3506.96,11.39,3.3,2025-10-04T21:15:16.929700
SCM85992,2025-03-21T00:08:31,WH282,SUP1056,5.64,95.44,2,67886.65,0.936,8.55,0.946,0.97,4.8,95.73,12276.3,44897.28,10.88,3472.59,1.06,4.0,0.9,1612.5,15.91,4.8,2025-10-04T21:15:16.929757
SCM40405,2025-02-02T22:56:06,WH733,SUP5655,11.62,98.36,7,51583.14,0.952,4.66,0.947,0.985,4.9,97.73,25984.09,35771.03,6.89,3713.51,1.99,4.2,1.97,2353.11,10.59,4.5,2025-10-04T21:15:16.929814
SCM60910,2025-02-05T00:16:16,WH268,SUP2301,11.42,98.56,5,11710.86,0.98,7.07,0.942,0.955,3.6,92.47,27963.5,18339.7,7.49,11206.23,1.46,4.6,1.39,3665.87,23.85,5.0,2025-10-04T21:15:16.929875
SCM73538,2025-04-24T01:51:23,WH529,SUP1505,11.81,95.15,0,50779.35,0.935,2.24,0.937,0.967,4.3,87.18,7053.21,51501.34,10.54,5713.79,1.7,4.8,2.35,9124.03,21.78,3.9,2025-10-04T21:15:16.929932
SCM85666,2025-04-11T21:23:55,WH260,SUP4874,6.75,98.07,5,10158.09,0.985,9.32,0.946,0.972,4.9,91.79,11929.62,69907.49,11.41,7076.97,0.33,4.3,2.2,9875.62,23.55,3.5,2025-10-04T21:15:16.929987
SCM52653,2025-04-13T05:02:37,WH293,SUP5065,5.41,95.81,9,86037.73,0.942,9.37,0.913,0.983,4.1,94.94,31714.27,66919.96,11.76,7221.61,1.6,4.7,1.52,7508.95,20.09,4.7,2025-10-04T21:15:16.930338
SCM19237,2025-02-08T09:33:08,WH690,SUP5806,5.15,97.98,1,54648.04,0.988,7.07,0.898,0.984,4.9,95.57,27281.78,90142.99,6.65,12819.36,1.42,4.4,1.29,2940.72,24.32,3.5,2025-10-04T21:15:16.930615
SCM93143,2025-03-19T15:11:57,WH224,SUP8155,4.16,99.05,5,39449.45,0.984,2.01,0.927,0.982,5.0,96.56,41236.69,37193.03,11.35,2919.39,1.37,4.6,2.09,5953.93,17.66,4.1,2025-10-04T21:15:16.930802
SCM64034,2025-06-08T03:36:43,WH833,SUP7039,9.91,98.71,0,71960.21,0.948,8.06,0.94,0.956,4.7,92.27,34379.97,19232.02,9.28,16819.06,0.63,4.8,2.35,5125.9,17.77,3.7,2025-10-04T21:15:16.930942
SCM20038,2025-05-02T05:08:56,WH844,SUP8762,11.24,98.35,2,78510.08,0.968,3.4,0.951,0.955,3.6,91.14,18445.98,86100.38,9.18,15414.87,0.23,4.2,0.52,5978.23,21.83,4.7,2025-10-04T21:15:16.931079
SCM99261,2025-06-09T06:46:27,WH615,SUP1951,10.91,95.1,1,35510.98,0.969,7.49,0.958,0.971,4.2,93.14,30920.93,90029.78,7.71,15991.12,0.16,4.7,1.28,1612.32,20.33,3.6,2025-10-04T21:15:16.931199
SCM63678,2025-04-19T23:20:43,WH561,SUP1608,9.83,95.65,10,45619.78,0.987,8.24,0.923,0.968,4.8,97.18,37089.2,31201.41,6.27,5036.58,1.75,4.7,1.14,5208.67,14.17,4.1,2025-10-04T21:15:16.931355
SCM87287,2025-05-28T13:45:18,WH768,SUP7906,4.28,95.58,4,75007.27,0.921,8.36,0.936,0.98,3.6,87.81,31926.33,20678.02,10.14,10923.94,1.58,4.8,0.63,2010.62,19.79,3.6,2025-10-04T21:15:16.931480
SCM17379,2025-04-20T02:27:43,WH139,SUP8508,8.35,98.09,0,38655.4,0.936,6.78,0.956,0.966,4.2,96.29,31132.75,37884.6,8.12,19431.91,0.28,4.9,0.92,4718.58,15.81,3.9,2025-10-04T21:15:16.931619
SCM96641,2025-02-06T08:16:11,WH883,SUP3654,9.27,98.01,3,68377.21,0.931,2.36,0.924,0.965,4.3,87.67,19403.62,71670.18,6.6,5353.34,1.75,4.1,2.83,1724.69,12.47,4.9,2025-10-04T21:15:16.931851
SCM48056,2025-06-06T12:21:59,WH953,SUP6747,4.76,99.12,8,49944.69,0.942,4.16,0.889,0.963,4.6,97.47,49885.18,69257.33,10.07,17423.24,0.25,4.7,2.15,4240.39,23.06,4.2,2025-10-04T21:15:16.932001
SCM29611,2025-06-05T15:51:52,WH788,SUP8923,4.57,96.23,5,14695.07,0.977,7.61,0.917,0.974,5.0,91.06,46295.14,88815.76,8.93,19657.82,1.97,4.4,2.03,6675.12,16.64,3.7,2025-10-04T21:15:16.932134
SCM98303,2025-04-07T21:57:36,WH296,SUP1285,10.42,95.44,6,50501.23,0.965,3.68,0.896,0.959,4.9,88.86,29011.23,46074.02,9.38,6205.95,1.5,4.7,1.84,5670.58,9.08,4.7,2025-10-04T21:15:16.932250
SCM42871,2025-04-15T21:44:41,WH920,SUP1233,9.57,98.77,1,44592.36,0.941,8.34,0.953,0.965,3.9,87.76,20916.89,75294.7,7.02,16708.37,1.79,4.3,2.76,9872.43,20.78,4.5,2025-10-04T21:15:16.932353
SCM59760,2025-06-17T13:26:27,WH143,SUP9873,5.76,95.19,7,50087.11,0.957,5.17,0.904,0.988,4.5,86.75,35921.41,94712.24,7.94,18198.31,1.96,4.3,0.86,7629.76,20.59,4.1,2025-10-04T21:15:16.932430
SCM98535,2025-05-27T15:00:38,WH960,SUP4158,8.17,96.44,9,92287.13,0.975,7.07,0.912,0.954,4.2,92.41,14900.98,23299.44,6.77,17597.73,1.66,4.0,1.26,1404.93,5.09,4.0,2025-10-04T21:15:16.932511
SCM38314,2025-05-19T10:52:34,WH433,SUP4833,11.17,98.68,1,91508.81,0.963,7.43,0.927,0.981,4.5,85.25,22280.15,26854.96,6.32,4229.36,1.43,4.9,0.82,7185.72,12.8,3.4,2025-10-04T21:15:16.932571
SCM91465,2025-06-09T10:03:04,WH766,SUP4563,5.88,98.99,3,90694.84,0.957,8.14,0.909,0.99,4.3,95.07,10572.95,54608.21,10.83,4530.1,1.97,4.5,1.56,1467.21,17.39,3.7,2025-10-04T21:15:16.932633
SCM78881,2025-02-23T03:20:41,WH493,SUP9567,6.31,98.18,0,89180.64,0.921,4.07,0.961,0.962,4.8,93.04,10681.29,18651.41,10.83,14304.41,0.98,4.2,1.68,9945.87,5.77,3.9,2025-10-04T21:15:16.932693
SCM38429,2025-04-21T06:33:28,WH421,SUP4672,5.51,96.84,3,60258.46,0.941,2.71,0.932,0.964,3.7,95.1,36173.66,60571.22,9.79,14371.01,0.23,4.6,1.99,1130.13,9.47,3.9,2025-10-04T21:15:16.932751
SCM36662,2025-05-15T19:18:05,WH609,SUP6596,7.7,95.09,3,53649.95,0.965,9.75,0.934,0.955,4.4,85.59,41184.7,56291.88,10.1,17782.81,0.85,4.4,1.95,2112.25,17.39,4.6,2025-10-04T21:15:16.932808
SCM60927,2025-04-06T22:54:47,WH252,SUP4568,7.61,95.08,9,70459.92,0.967,6.48,0.954,0.968,4.8,95.34,11029.04,52017.34,9.52,9880.21,1.79,4.8,2.07,8998.34,21.95,4.8,2025-10-04T21:15:16.932865
SCM86483,2025-04-16T20:56:23,WH600,SUP7198,9.5,95.53,8,32804.46,0.964,5.52,0.9,0.967,4.0,94.74,34412.95,79637.35,10.54,17203.69,1.72,4.1,0.89,4016.41,5.05,3.5,2025-10-04T21:15:16.932921
SCM31639,2025-04-27T06:21:51,WH169,SUP9327,6.37,96.77,9,59574.92,0.945,7.01,0.951,0.966,3.5,85.3,28592.88,28722.56,7.61,16814.1,0.48,4.9,1.39,4081.77,20.46,4.3,2025-10-04T21:15:16.932977
SCM73050,2025-06-04T19:18:58,WH342,SUP6230,11.23,97.19,4,20634.7,0.922,4.67,0.882,0.987,4.6,85.98,18077.28,77453.08,11.05,16659.32,0.38,4.5,1.54,9206.18,11.28,4.9,2025-10-04T21:15:16.933073
SCM84255,2025-05-29T03:38:09,WH777,SUP7865,5.03,96.54,9,95265.45,0.94,4.69,0.968,0.954,4.1,85.48,6925.92,18700.65,7.0,11345.91,1.62,4.6,1.99,2425.73,13.13,4.4,2025-10-04T21:15:16.933155
SCM36877,2025-03-29T21:18:28,WH539,SUP1745,8.48,97.63,7,70295.29,0.989,6.91,0.91,0.959,4.7,90.27,16482.17,55602.07,7.5,8475.4,0.19,4.4,1.37,8533.76,12.23,4.6,2025-10-04T21:15:16.933229
SCM79338,2025-04-05T01:59:38,WH569,SUP1519,5.68,95.72,9,16584.83,0.976,4.87,0.905,0.951,3.7,94.74,23651.89,67490.36,8.15,9282.02,1.39,4.6,1.97,9069.74,7.0,4.2,2025-10-04T21:15:16.933286
SCM38208,2025-02-22T14:11:26,WH144,SUP7024,9.56,98.62,8,12420.0,0.93,2.8,0.935,0.961,3.9,97.24,12724.04,48094.41,10.53,6627.34,0.82,4.8,2.02,8616.87,20.91,4.9,2025-10-04T21:15:16.933343
SCM91685,2025-04-15T03:10:46,WH775,SUP1915,10.36,96.78,9,61283.61,0.955,6.33,0.928,0.961,5.0,87.92,10295.94,34719.04,7.27,4071.85,1.12,4.2,0.67,5637.24,6.52,3.3,2025-10-04T21:15:16.933399
